customer_id,tenure_months,num_vehicles,avg_card_swipes_per_vehicle,monthly_txn_count,monthly_spend,contract_type,region,fuel_program_tier,maintenance_plan,telematics_enabled,industry_naics,late_payment_rate,support_tickets_last_90d,downtime_hours_last_30d,churn
C302887,51,15,40.8,528,30011.68,Month-to-Month,Northeast,Premium,None,0,Logistics,0.154,2,4.51,0
C302888,4,15,31.17,488,43817.97,Month-to-Month,South,Premium,Basic,0,Retail,0.07,5,1.85,0
C302889,21,20,55.29,1064,59317.36,Month-to-Month,Midwest,Basic,None,1,Manufacturing,0.286,1,4.87,1
C302890,52,17,45.16,694,29364.28,Month-to-Month,West,Premium,Full,1,Manufacturing,0.071,0,2.25,0
C302891,47,8,63.94,581,50416.91,Month-to-Month,Northeast,Basic,Basic,0,Services,0.119,2,1.32,0
C302892,30,14,47.82,537,40053.06,Month-to-Month,West,Basic,Full,0,Services,0.396,2,0.87,1
C302893,21,13,42.54,578,30727.62,One Year,South,Standard,Basic,0,Logistics,0.126,1,7.96,0
C302894,36,14,39.33,544,53877.8,Month-to-Month,Northeast,Basic,None,1,Services,0.286,2,4.19,1
C302895,33,20,31.0,602,24183.2,One Year,Midwest,Standard,Basic,1,Logistics,0.121,1,1.24,0
C302896,17,14,35.08,557,35548.2,Two Year,South,Premium,Basic,0,Manufacturing,0.038,2,3.32,0
C302897,59,19,36.67,601,64159.35,Month-to-Month,Midwest,Standard,None,0,Retail,0.168,2,9.15,0
C302898,29,13,46.44,652,39496.45,Month-to-Month,West,Standard,None,0,Construction,0.148,1,5.76,0
C302899,16,15,51.87,805,72617.97,Month-to-Month,Midwest,Premium,Full,0,Manufacturing,0.297,3,6.66,1
C302900,18,17,51.06,1003,91113.96,One Year,Northeast,Standard,Full,0,Construction,0.169,1,2.38,0
C302901,13,16,34.32,605,55050.38,Month-to-Month,Midwest,Standard,Basic,0,Manufacturing,0.06,3,2.2,0
C302902,63,20,49.27,1082,57305.17,One Year,South,Standard,Full,1,Logistics,0.049,1,0.77,0
C302903,61,18,52.3,826,119582.09,Month-to-Month,West,Premium,Basic,0,Services,0.085,2,1.83,1
C302904,14,14,76.87,1098,92568.36,Month-to-Month,West,Standard,None,0,Construction,0.126,1,6.12,1
C302905,33,14,53.71,847,73002.6,One Year,West,Basic,None,0,Logistics,0.183,3,5.27,0
C302906,41,13,31.43,368,22241.8,One Year,West,Premium,Full,0,Services,0.091,1,7.31,0
C302907,13,16,36.39,687,54070.11,Month-to-Month,Midwest,Basic,Basic,0,Construction,0.069,3,1.17,1
C302908,1,13,35.28,396,20676.55,One Year,West,Basic,None,1,Retail,0.09,1,2.48,0
C302909,23,11,57.99,650,53759.3,Month-to-Month,South,Premium,Full,1,Services,0.095,0,1.63,0
C302910,63,16,37.16,551,61286.49,Month-to-Month,West,Basic,None,0,Logistics,0.103,3,5.08,1
C302911,20,19,61.21,1230,134727.19,Month-to-Month,Northeast,Standard,None,0,Logistics,0.173,1,5.26,1
C302912,51,11,32.27,308,25722.28,Month-to-Month,Northeast,Basic,None,1,Services,0.115,2,3.75,0
C302913,64,14,46.24,539,35715.36,Month-to-Month,Midwest,Premium,Basic,0,Retail,0.184,1,4.16,0
C302914,14,17,53.84,802,72337.29,Month-to-Month,West,Basic,Basic,1,Construction,0.064,3,2.2,0
C302915,34,20,47.23,1081,81462.38,Month-to-Month,Northeast,Standard,Basic,0,Manufacturing,0.107,1,1.35,0
C302916,31,13,61.75,752,35603.78,Month-to-Month,Midwest,Standard,Basic,1,Services,0.069,1,1.92,0
C302917,66,14,45.6,685,43179.61,Month-to-Month,Midwest,Premium,None,1,Construction,0.032,0,2.83,1
C302918,42,19,52.37,1088,61810.44,Month-to-Month,West,Basic,Full,0,Construction,0.452,3,0.5,1
C302919,34,18,53.98,836,74891.79,Month-to-Month,Northeast,Standard,None,0,Construction,0.273,2,4.84,0
C302920,23,13,64.17,891,55181.19,Month-to-Month,South,Standard,None,0,Logistics,0.123,1,3.54,0
C302921,67,18,35.76,746,55832.88,Month-to-Month,Northeast,Basic,Basic,1,Construction,0.087,2,2.38,0
C302922,10,13,27.52,316,27593.62,Month-to-Month,Midwest,Basic,Full,1,Manufacturing,0.173,1,3.37,1
C302923,66,10,48.29,545,28883.52,Month-to-Month,West,Standard,Full,0,Construction,0.307,1,2.76,1
C302924,44,13,41.13,461,34981.98,Month-to-Month,Midwest,Standard,Full,1,Manufacturing,0.221,1,1.49,0
C302925,41,14,43.13,699,58565.98,Month-to-Month,West,Standard,Full,1,Manufacturing,0.151,0,0.07,0
C302926,38,19,47.35,1036,26726.59,Month-to-Month,Midwest,Premium,Basic,1,Construction,0.115,1,0.58,0
C302927,56,20,45.77,820,64380.71,One Year,West,Basic,Full,0,Retail,0.154,5,3.22,0
C302928,15,19,34.46,722,50037.07,Month-to-Month,Northeast,Premium,Full,1,Manufacturing,0.119,1,0.0,0
C302929,21,19,47.27,881,37994.98,One Year,West,Basic,None,0,Retail,0.135,5,4.94,1
C302930,18,13,50.33,661,50601.24,Month-to-Month,Northeast,Standard,None,1,Services,0.079,2,4.63,1
C302931,9,10,49.69,552,49531.87,Month-to-Month,Northeast,Standard,Basic,0,Manufacturing,0.04,2,1.19,0
C302932,2,15,22.28,378,20137.92,One Year,Midwest,Standard,None,0,Retail,0.025,1,9.45,1
C302933,43,14,48.04,573,28789.54,Two Year,Midwest,Premium,None,1,Logistics,0.118,1,3.19,0
C302934,45,10,26.47,283,19945.79,One Year,South,Standard,Full,1,Services,0.105,2,5.94,0
C302935,4,14,50.61,809,83551.24,One Year,South,Premium,None,0,Construction,0.047,4,3.83,0
C302936,44,19,32.23,678,67128.47,Month-to-Month,Midwest,Basic,Basic,0,Retail,0.079,2,1.42,0
C302937,34,15,37.2,519,43910.92,Month-to-Month,West,Basic,Basic,0,Services,0.084,3,3.71,1
C302938,37,24,62.97,1355,98473.89,Month-to-Month,West,Standard,Basic,0,Retail,0.093,3,1.67,0
C302939,45,20,50.73,827,86090.86,Month-to-Month,Midwest,Basic,Full,0,Construction,0.109,2,6.09,1
C302940,41,15,50.5,776,49652.57,One Year,South,Standard,Basic,0,Retail,0.193,4,0.44,0
C302941,55,12,49.79,664,38060.73,One Year,West,Premium,Basic,0,Retail,0.2,4,1.16,0
C302942,69,18,42.32,753,68743.61,Month-to-Month,Northeast,Standard,Basic,1,Logistics,0.205,0,2.9,1
C302943,64,10,59.77,492,39071.32,Month-to-Month,Midwest,Basic,None,0,Construction,0.14,3,2.57,0
C302944,25,22,41.9,887,57889.72,One Year,West,Basic,None,1,Logistics,0.092,3,3.61,1
C302945,15,13,41.9,547,44024.82,Two Year,Midwest,Basic,Basic,0,Logistics,0.072,2,7.93,0
C302946,20,14,57.05,892,63559.17,Month-to-Month,Midwest,Standard,Full,0,Logistics,0.142,1,2.76,0
C302947,62,17,38.99,776,48191.42,Month-to-Month,South,Standard,None,1,Retail,0.075,1,4.37,1
C302948,26,20,48.65,982,66847.6,One Year,South,Standard,Basic,1,Construction,0.201,0,3.57,1
C302949,36,16,54.75,969,91958.1,Month-to-Month,West,Standard,Basic,0,Logistics,0.153,1,0.36,0
C302950,8,19,37.4,615,35667.64,Month-to-Month,West,Premium,None,1,Services,0.097,0,3.62,0
C302951,45,15,65.33,906,68989.89,Month-to-Month,Northeast,Standard,Full,1,Construction,0.083,0,0.53,0
C302952,31,19,57.13,975,69203.79,One Year,South,Standard,Basic,0,Construction,0.101,1,1.73,0
C302953,33,17,47.06,839,71936.06,One Year,West,Standard,Full,1,Logistics,0.068,1,5.69,0
C302954,49,10,56.97,669,35902.06,Two Year,South,Standard,None,0,Manufacturing,0.171,3,3.34,0
C302955,61,13,41.85,444,35679.89,Month-to-Month,West,Standard,Basic,0,Services,0.178,2,5.13,0
C302956,39,13,19.01,213,19254.96,Two Year,Midwest,Basic,Basic,0,Retail,0.125,2,5.94,0
C302957,22,14,49.2,750,63124.48,Month-to-Month,South,Premium,None,1,Manufacturing,0.153,1,6.9,0
C302958,23,22,51.91,1223,112523.55,Month-to-Month,Midwest,Premium,Basic,1,Manufacturing,0.203,2,1.33,1
C302959,1,13,56.25,865,111710.35,Month-to-Month,South,Standard,Basic,0,Construction,0.187,2,8.26,0
C302960,68,9,48.03,499,37181.56,One Year,Midwest,Standard,Basic,0,Construction,0.137,3,3.13,0
C302961,59,14,46.09,593,51576.19,One Year,South,Basic,Full,1,Services,0.108,1,0.44,0
C302962,12,18,51.45,997,43886.17,Month-to-Month,Midwest,Basic,Basic,0,Logistics,0.137,3,0.68,0
C302963,47,15,44.17,695,72732.81,One Year,West,Premium,None,0,Retail,0.183,1,6.94,0
C302964,41,12,38.92,441,22824.5,One Year,Midwest,Basic,Basic,1,Logistics,0.15,3,4.6,1
C302965,51,16,55.43,915,87385.26,Two Year,South,Basic,Full,0,Construction,0.198,3,1.57,1
C302966,10,28,52.3,1305,102924.02,One Year,South,Basic,Basic,0,Construction,0.109,3,5.53,1
C302967,9,17,56.33,1118,118385.7,Month-to-Month,Northeast,Standard,Basic,1,Construction,0.066,1,1.29,0
C302968,49,12,47.25,653,73767.81,Two Year,Midwest,Standard,Basic,0,Construction,0.107,3,0.62,0
C302969,15,18,54.82,1117,50481.83,Month-to-Month,Midwest,Basic,Basic,0,Construction,0.296,3,5.22,1
C302970,39,10,42.8,426,44026.96,Month-to-Month,South,Standard,Full,1,Services,0.067,1,2.61,0
C302971,45,15,17.5,276,23865.66,Month-to-Month,South,Standard,Basic,0,Construction,0.138,2,2.21,0
C302972,68,11,37.19,420,31571.37,Month-to-Month,Midwest,Standard,Basic,0,Services,0.085,3,3.72,1
C302973,54,16,53.01,943,60731.21,One Year,West,Basic,None,1,Manufacturing,0.17,3,5.7,0
C302974,65,16,56.77,1061,85878.01,Month-to-Month,Northeast,Standard,Basic,0,Construction,0.031,2,1.13,0
C302975,47,13,33.02,373,33771.01,Two Year,West,Basic,None,0,Services,0.288,3,3.81,1
C302976,47,15,51.81,840,51121.14,Month-to-Month,Midwest,Basic,Full,1,Services,0.109,2,0.0,0
C302977,43,17,32.12,604,49050.94,Month-to-Month,West,Standard,None,0,Logistics,0.225,1,3.47,0
C302978,56,24,49.52,1232,89070.95,Month-to-Month,Midwest,Standard,None,1,Manufacturing,0.093,0,2.69,1
C302979,47,27,68.86,2145,155503.68,One Year,South,Premium,None,0,Retail,0.246,1,4.77,0
C302980,59,14,51.58,865,68876.29,One Year,Midwest,Basic,Full,0,Logistics,0.253,4,0.52,0
C302981,11,20,51.35,1150,88798.57,Month-to-Month,Northeast,Basic,Basic,1,Construction,0.117,3,6.12,1
C302982,4,21,58.59,1172,73933.62,One Year,South,Standard,Basic,0,Retail,0.191,2,2.38,0
C302983,33,13,50.7,723,51682.6,Two Year,West,Basic,Full,0,Construction,0.232,3,9.74,1
C302984,58,13,44.37,633,25825.8,Two Year,Northeast,Basic,Basic,1,Retail,0.077,4,9.47,1
C302985,24,11,40.82,394,38577.59,Two Year,South,Basic,Basic,1,Manufacturing,0.137,1,2.28,0
C302986,51,14,36.79,618,45011.45,Month-to-Month,South,Premium,None,0,Construction,0.118,1,3.69,0
C302987,53,12,33.23,406,25696.83,Month-to-Month,Northeast,Basic,None,1,Retail,0.091,2,4.74,1
C302988,56,25,42.0,1035,62225.2,Month-to-Month,Midwest,Standard,Basic,1,Manufacturing,0.142,0,7.08,1
C302989,37,15,41.17,518,9109.95,Month-to-Month,Midwest,Premium,None,1,Construction,0.133,1,3.99,0
C302990,64,17,67.24,1325,100594.56,Month-to-Month,South,Premium,Full,0,Construction,0.252,3,1.21,0
C302991,52,16,45.77,707,47554.12,Month-to-Month,South,Standard,None,0,Logistics,0.111,3,5.04,1
C302992,42,13,41.93,498,30597.19,Month-to-Month,Midwest,Premium,None,0,Logistics,0.059,3,9.42,0
C302993,50,17,70.17,1268,80114.71,One Year,Midwest,Basic,Basic,1,Logistics,0.144,1,3.97,0
C302994,42,26,43.36,1136,118118.06,Month-to-Month,West,Standard,None,1,Services,0.085,1,4.69,0
C302995,65,15,42.74,758,41888.09,Month-to-Month,South,Premium,None,0,Services,0.044,1,3.39,1
C302996,46,14,48.19,563,43950.84,One Year,West,Basic,None,1,Retail,0.186,2,2.6,0
C302997,61,16,48.82,626,22460.59,Month-to-Month,Northeast,Basic,Basic,0,Services,0.114,3,2.56,0
C302998,61,22,40.01,807,53396.93,One Year,South,Basic,None,0,Construction,0.053,4,4.46,0
C302999,4,22,38.46,788,75707.15,One Year,South,Basic,Basic,0,Manufacturing,0.203,3,0.47,1
C303000,21,14,56.48,646,41679.35,One Year,South,Standard,None,0,Construction,0.147,2,9.43,0
C303001,48,12,37.54,531,28697.09,Two Year,Northeast,Standard,None,1,Logistics,0.084,0,2.86,0
C303002,48,16,34.94,456,31137.57,One Year,Midwest,Basic,Full,0,Retail,0.173,2,1.02,0
C303003,27,12,43.97,507,40284.85,Month-to-Month,Midwest,Basic,None,0,Retail,0.145,2,7.92,0
C303004,59,10,41.35,492,32244.3,Month-to-Month,West,Standard,None,1,Services,0.077,1,2.57,1
C303005,8,16,43.21,709,35325.56,Month-to-Month,West,Standard,Basic,0,Retail,0.155,4,0.76,0
C303006,28,10,41.76,398,11572.81,Month-to-Month,Northeast,Standard,Full,1,Construction,0.242,1,0.0,1
C303007,34,17,44.98,806,56023.02,Month-to-Month,West,Basic,Basic,1,Manufacturing,0.11,1,4.4,0
C303008,10,17,46.27,768,49261.42,Two Year,Midwest,Basic,None,0,Retail,0.096,3,3.49,0
C303009,60,15,52.31,698,51028.16,Month-to-Month,Midwest,Standard,Basic,0,Logistics,0.118,2,2.54,1
C303010,4,16,23.22,317,27050.66,One Year,Midwest,Standard,Basic,0,Retail,0.126,3,6.67,1
C303011,57,12,62.36,705,53440.92,Month-to-Month,West,Basic,Basic,0,Retail,0.224,5,0.8,1
C303012,64,13,64.66,829,89030.76,Two Year,Northeast,Standard,Full,1,Manufacturing,0.059,0,2.96,0
C303013,8,21,37.2,845,67997.88,One Year,Northeast,Standard,Basic,0,Logistics,0.116,2,2.6,1
C303014,32,22,49.95,1161,111273.95,One Year,Midwest,Basic,Full,0,Logistics,0.116,4,2.71,1
C303015,15,17,34.19,468,28254.97,One Year,South,Standard,Basic,0,Services,0.014,3,2.59,0
C303016,61,17,43.52,673,34156.89,Two Year,South,Standard,None,1,Retail,0.029,0,5.37,0
C303017,50,17,63.46,1034,72213.52,One Year,West,Premium,None,0,Services,0.201,3,6.12,1
C303018,23,11,61.6,570,28554.39,One Year,Midwest,Standard,Full,0,Construction,0.259,6,0.52,0
C303019,69,19,44.93,850,49462.25,Month-to-Month,West,Basic,Basic,1,Services,0.112,2,2.18,0
C303020,14,14,74.45,1066,81365.3,Month-to-Month,Midwest,Basic,None,0,Manufacturing,0.082,2,4.68,0
C303021,6,18,53.03,1130,81729.87,Month-to-Month,South,Basic,Basic,0,Construction,0.094,2,4.58,0
C303022,30,19,13.53,207,12949.13,Month-to-Month,Northeast,Basic,None,0,Construction,0.079,3,3.73,0
C303023,7,11,44.07,524,46227.74,Month-to-Month,West,Basic,Basic,0,Manufacturing,0.224,3,0.72,0
C303024,42,21,69.99,1311,57779.08,Month-to-Month,South,Standard,Full,0,Logistics,0.086,3,0.0,1
C303025,50,14,50.51,760,63580.24,Month-to-Month,Northeast,Standard,Basic,0,Manufacturing,0.078,1,1.46,0
C303026,63,12,64.61,926,92787.82,One Year,South,Standard,Full,1,Logistics,0.024,1,1.01,0
C303027,44,20,48.5,872,56568.05,Two Year,Northeast,Basic,None,0,Logistics,0.135,4,3.91,0
C303028,3,16,54.69,993,94488.51,One Year,West,Standard,Full,1,Logistics,0.165,0,0.67,0
C303029,58,19,71.79,1482,152084.45,Month-to-Month,South,Basic,Basic,1,Logistics,0.127,2,2.51,0
C303030,36,13,45.96,649,82654.32,One Year,West,Standard,Basic,0,Logistics,0.067,2,2.47,1
C303031,15,28,45.45,1139,110481.22,Month-to-Month,Northeast,Basic,None,1,Construction,0.214,1,6.62,0
C303032,46,12,58.23,813,27672.15,Month-to-Month,South,Standard,None,0,Construction,0.149,3,4.76,0
C303033,36,21,64.75,1304,60734.98,Two Year,Northeast,Standard,Basic,1,Retail,0.122,0,1.31,0
C303034,27,14,71.55,1180,84616.7,Month-to-Month,West,Basic,Basic,1,Manufacturing,0.133,3,1.71,0
C303035,57,13,55.51,796,69213.45,Month-to-Month,South,Basic,Full,0,Construction,0.265,3,3.55,0
C303036,45,15,63.25,921,55214.83,One Year,West,Standard,None,0,Manufacturing,0.11,1,4.24,0
C303037,28,19,15.5,237,19507.6,Two Year,Midwest,Premium,Basic,1,Services,0.031,0,2.02,0
C303038,59,14,40.6,563,48875.86,Month-to-Month,Northeast,Standard,None,0,Retail,0.217,2,3.9,1
C303039,29,16,42.94,824,54668.99,Month-to-Month,South,Standard,Full,0,Construction,0.128,1,0.68,0
C303040,66,16,59.85,988,88543.97,Month-to-Month,West,Standard,None,0,Retail,0.072,2,4.26,0
C303041,3,17,29.25,437,42575.97,One Year,West,Basic,Basic,0,Logistics,0.049,4,2.64,0
C303042,31,20,46.37,811,105226.45,Month-to-Month,Northeast,Basic,None,1,Manufacturing,0.073,1,3.74,0
C303043,57,12,16.85,193,15287.69,Month-to-Month,West,Basic,Full,0,Manufacturing,0.222,3,7.26,1
C303044,39,11,48.16,541,39189.05,One Year,South,Basic,Full,0,Manufacturing,0.203,5,3.48,0
C303045,32,12,65.33,923,77681.1,One Year,Northeast,Standard,Basic,1,Manufacturing,0.28,3,3.78,0
C303046,36,16,32.58,574,36170.38,Month-to-Month,South,Basic,None,0,Manufacturing,0.117,3,3.01,1
C303047,27,12,43.4,534,30319.75,Month-to-Month,Northeast,Standard,Full,1,Services,0.074,0,0.26,0
C303048,61,14,35.22,411,38791.25,Month-to-Month,Northeast,Basic,Basic,0,Construction,0.072,3,0.44,1
C303049,47,19,49.34,998,66828.22,One Year,Midwest,Basic,Full,1,Retail,0.064,2,0.53,1
C303050,69,15,26.09,386,24034.32,Month-to-Month,West,Basic,None,1,Construction,0.242,1,3.19,0
C303051,61,21,50.91,1057,66043.17,One Year,South,Basic,None,0,Retail,0.239,2,8.09,1
C303052,70,26,47.77,1417,71034.9,Month-to-Month,Midwest,Basic,Full,1,Construction,0.28,2,0.0,1
C303053,62,9,28.2,253,18073.3,Month-to-Month,South,Basic,Basic,1,Services,0.071,2,2.46,0
C303054,33,13,56.54,601,54546.65,Two Year,Midwest,Basic,Full,0,Logistics,0.199,3,4.75,0
C303055,25,17,59.22,925,69741.68,One Year,West,Basic,Full,1,Logistics,0.132,1,0.78,1
C303056,19,17,47.15,743,56722.26,Month-to-Month,Northeast,Standard,Basic,1,Retail,0.207,0,5.78,1
C303057,44,17,55.57,1002,79218.83,Month-to-Month,South,Standard,None,0,Retail,0.372,1,8.37,0
C303058,28,11,41.45,546,54596.89,Month-to-Month,Northeast,Standard,None,0,Manufacturing,0.088,1,4.24,1
C303059,28,21,43.12,931,63006.92,Month-to-Month,South,Standard,Basic,1,Logistics,0.082,0,3.39,0
C303060,51,17,65.47,1241,109956.46,Two Year,Midwest,Standard,None,0,Logistics,0.152,3,4.86,0
C303061,60,16,44.8,622,38816.83,One Year,Midwest,Basic,None,0,Retail,0.08,3,3.6,0
C303062,57,13,43.69,615,36416.68,Month-to-Month,West,Standard,Full,0,Logistics,0.125,4,3.33,0
C303063,57,8,27.66,202,13106.73,Two Year,Northeast,Standard,Basic,1,Retail,0.086,1,5.87,0
C303064,57,20,23.01,470,48306.76,Month-to-Month,West,Standard,Basic,0,Logistics,0.069,2,1.25,0
C303065,47,21,32.3,596,46576.96,Month-to-Month,Midwest,Standard,None,0,Services,0.089,2,4.82,1
C303066,8,15,70.68,970,78260.41,One Year,West,Standard,Basic,1,Retail,0.05,1,0.74,0
C303067,59,12,38.74,422,23668.11,Month-to-Month,Midwest,Basic,None,1,Manufacturing,0.13,1,5.63,0
C303068,57,16,57.65,756,36828.72,Month-to-Month,Northeast,Basic,None,1,Retail,0.194,1,6.86,1
C303069,37,19,53.31,968,41787.3,One Year,West,Basic,None,0,Retail,0.028,7,5.07,0
C303070,23,15,34.06,452,43780.41,Month-to-Month,Midwest,Basic,Basic,0,Retail,0.092,3,3.56,0
C303071,41,16,42.65,679,35056.98,Two Year,Northeast,Basic,None,0,Logistics,0.055,2,3.81,1
C303072,58,12,42.02,446,19486.03,Month-to-Month,South,Premium,None,1,Manufacturing,0.113,3,3.93,0
C303073,12,9,49.11,422,16285.64,Month-to-Month,South,Basic,Full,0,Construction,0.089,2,1.12,0
C303074,19,14,52.56,814,40757.66,Month-to-Month,South,Basic,Basic,0,Manufacturing,0.109,3,7.57,1
C303075,51,20,48.16,1155,45510.27,Month-to-Month,Northeast,Premium,Basic,0,Services,0.219,2,7.81,0
C303076,48,8,63.42,547,44851.73,Month-to-Month,South,Standard,Basic,0,Construction,0.14,2,5.28,0
C303077,21,12,46.97,524,36453.68,Month-to-Month,Northeast,Premium,Basic,1,Services,0.264,2,3.33,0
C303078,57,19,61.66,1378,98456.29,Month-to-Month,South,Premium,Full,0,Logistics,0.175,1,0.98,0
C303079,40,19,59.96,1059,121385.8,Month-to-Month,Northeast,Basic,None,0,Logistics,0.097,4,9.79,0
C303080,24,14,21.04,248,26344.1,One Year,South,Premium,None,0,Retail,0.073,2,2.62,0
C303081,1,25,50.29,1502,115986.74,Two Year,West,Standard,Basic,0,Logistics,0.08,1,2.81,0
C303082,61,17,29.55,488,27955.0,Two Year,West,Basic,None,1,Services,0.126,2,4.35,1
C303083,29,18,51.53,829,39400.22,Month-to-Month,South,Standard,None,0,Manufacturing,0.107,2,8.41,0
C303084,36,17,47.15,854,51440.95,Month-to-Month,West,Basic,None,1,Construction,0.289,2,5.94,1
C303085,44,11,48.67,494,26663.04,Month-to-Month,West,Basic,Full,0,Logistics,0.169,3,1.79,1
C303086,65,25,53.14,1183,67221.71,One Year,West,Standard,None,1,Logistics,0.098,3,3.76,1
C303087,45,17,40.92,806,60869.49,Month-to-Month,Northeast,Standard,None,1,Logistics,0.19,1,4.12,0
C303088,49,16,42.46,565,27075.19,Two Year,Northeast,Standard,Full,0,Manufacturing,0.164,2,1.72,0
C303089,41,18,54.29,896,79325.13,Two Year,West,Standard,Full,1,Retail,0.051,2,0.93,1
C303090,43,13,53.13,798,66352.11,Month-to-Month,Midwest,Standard,None,0,Manufacturing,0.177,1,2.89,0
C303091,18,14,55.6,685,66899.91,Two Year,West,Basic,Full,0,Manufacturing,0.093,2,1.05,0
C303092,39,14,51.0,673,42097.3,Month-to-Month,Northeast,Standard,Basic,1,Services,0.082,2,0.78,0
C303093,47,19,59.94,1266,121689.65,Two Year,South,Standard,Full,0,Logistics,0.191,1,0.0,0
C303094,25,23,31.01,575,36689.99,Month-to-Month,Northeast,Premium,Basic,0,Services,0.11,1,5.18,0
C303095,47,17,49.0,927,20936.36,One Year,South,Premium,None,0,Manufacturing,0.074,1,2.53,0
C303096,48,19,51.08,1080,68231.56,Month-to-Month,West,Standard,None,1,Manufacturing,0.182,0,4.3,0
C303097,42,15,33.69,407,40608.01,One Year,Midwest,Standard,Basic,0,Logistics,0.102,1,5.13,0
C303098,55,18,47.06,922,64749.44,Month-to-Month,South,Standard,Basic,1,Construction,0.105,3,5.64,0
C303099,27,22,32.04,746,79342.28,Month-to-Month,Northeast,Basic,Basic,1,Logistics,0.093,3,2.12,0
C303100,27,16,11.97,205,12922.5,One Year,West,Premium,Full,0,Construction,0.139,2,7.07,0
C303101,11,9,22.09,160,15986.92,One Year,Northeast,Premium,Basic,1,Logistics,0.176,1,3.94,0
C303102,51,19,55.79,861,72545.8,Month-to-Month,Northeast,Standard,Basic,1,Manufacturing,0.075,1,1.07,0
C303103,40,18,56.68,935,59874.06,Two Year,West,Premium,Basic,1,Services,0.022,4,1.46,0
C303104,36,15,54.48,919,28343.54,One Year,Northeast,Basic,Basic,0,Manufacturing,0.107,3,5.7,0
C303105,4,23,39.78,860,71268.7,Month-to-Month,Northeast,Premium,Full,0,Retail,0.058,2,1.65,0
C303106,43,11,51.95,476,36831.93,One Year,Northeast,Standard,Basic,0,Manufacturing,0.204,1,0.35,1
C303107,66,21,22.33,477,20010.87,Month-to-Month,Midwest,Basic,None,0,Construction,0.134,2,4.74,1
C303108,4,16,35.42,534,42908.57,One Year,South,Premium,Full,1,Services,0.291,1,0.3,1
C303109,26,25,52.96,1149,75467.77,Month-to-Month,South,Basic,Basic,0,Retail,0.214,2,0.37,0
C303110,33,21,49.9,1225,59058.73,One Year,Northeast,Basic,Full,0,Manufacturing,0.048,3,1.59,0
C303111,21,19,33.0,649,22448.22,One Year,South,Standard,Full,1,Construction,0.074,0,3.15,0
C303112,11,13,51.08,695,58511.76,One Year,South,Basic,Full,1,Construction,0.135,3,3.96,1
C303113,32,13,60.82,643,65550.82,One Year,Midwest,Basic,Full,0,Construction,0.195,3,2.35,0
C303114,71,13,43.96,557,48663.12,One Year,West,Premium,Basic,0,Logistics,0.158,2,0.69,0
C303115,8,8,71.73,592,29605.56,Two Year,South,Basic,None,0,Construction,0.105,2,3.26,1
C303116,13,14,43.24,499,45029.9,Month-to-Month,West,Standard,Basic,0,Construction,0.326,3,5.14,1
C303117,63,8,46.83,371,41989.42,Month-to-Month,Northeast,Standard,Basic,0,Logistics,0.119,2,5.8,1
C303118,64,22,40.66,1015,38301.47,One Year,Northeast,Standard,Full,1,Logistics,0.154,0,2.44,0
C303119,70,20,51.16,1212,78172.32,One Year,Northeast,Basic,Basic,0,Retail,0.109,2,1.81,1
C303120,7,17,50.68,982,104916.8,One Year,South,Basic,None,1,Manufacturing,0.284,2,4.14,0
C303121,59,13,31.19,435,36715.65,One Year,South,Standard,Basic,0,Retail,0.102,2,1.53,0
C303122,44,20,27.54,446,28314.92,Month-to-Month,Midwest,Standard,Full,0,Services,0.036,1,0.0,0
C303123,41,14,54.58,802,73885.58,One Year,Northeast,Standard,Full,0,Retail,0.063,1,0.0,0
C303124,61,16,64.5,1108,78983.56,Two Year,Midwest,Basic,Full,0,Manufacturing,0.042,3,1.68,1
C303125,67,14,45.05,740,65466.91,One Year,West,Standard,Basic,0,Logistics,0.081,3,1.29,0
C303126,59,28,35.72,1002,77715.15,Month-to-Month,South,Standard,Basic,1,Retail,0.235,1,5.07,0
C303127,24,16,44.9,857,48130.95,Month-to-Month,Northeast,Standard,None,0,Construction,0.137,2,3.83,0
C303128,47,21,46.51,996,35452.81,Two Year,West,Basic,Basic,1,Retail,0.033,1,1.73,1
C303129,34,13,39.1,534,37528.07,One Year,West,Standard,None,1,Services,0.241,2,4.13,0
C303130,34,17,60.56,1088,98954.28,Month-to-Month,Midwest,Standard,None,0,Logistics,0.094,3,4.98,0
C303131,13,14,42.43,480,29721.03,One Year,West,Basic,None,0,Manufacturing,0.049,4,10.78,0
C303132,33,15,37.75,519,42742.2,Two Year,West,Basic,Full,0,Retail,0.167,3,4.52,0
C303133,31,12,39.22,485,41395.44,Month-to-Month,Midwest,Basic,Full,0,Retail,0.251,2,0.78,0
C303134,2,15,35.47,592,44650.49,Two Year,West,Basic,Basic,0,Manufacturing,0.079,3,2.12,1
C303135,66,10,65.96,672,40878.7,One Year,Midwest,Standard,None,1,Services,0.023,2,6.9,0
C303136,31,21,56.31,996,65142.73,One Year,Northeast,Standard,None,0,Services,0.104,4,2.36,0
C303137,48,16,58.39,1009,64672.0,Two Year,Midwest,Basic,Basic,1,Retail,0.195,3,5.49,1
C303138,8,15,43.09,518,52853.36,Month-to-Month,South,Basic,None,0,Manufacturing,0.196,4,3.25,0
C303139,39,18,52.46,1037,56513.2,Month-to-Month,West,Standard,None,0,Retail,0.128,2,5.67,1
